"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"0",0,0,52,0,9,138004,"No",343853,"No","Female","PhD","Manager",10,"Private",19630,10,"Pickup","No",0,0,"Yes",0,10,"Urban"
"1",1397,0,24,3,15,13003,"No",104742,"Yes","Female","High School","Clerical",38,"Private",1500,6,"SUV","No",3230,2,"Yes",4,1,"Urban"
"0",0,0,47,0,14,14632,"No",0,"Yes","Female","Bachelors","Student",42,"Commercial",7590,7,"Minivan","No",2988,1,"Yes",2,14,"Urban"
"0",0,0,45,0,13,86603,"No",0,"No","Female","Bachelors","Blue Collar",57,"Commercial",18750,6,"SUV","No",0,0,"Yes",1,7,"Rural"
"0",0,0,48,0,6,105356,"No",274333,"Yes","Male","Bachelors","Professional",55,"Commercial",16840,6,"Van","Yes",2605,3,"Yes",5,8,"Urban"
"0",0,0,51,0,15,36751,"No",0,"No","Female","PhD","Home Maker",36,"Private",20730,4,"Minivan","No",0,0,"Yes",5,15,"Rural"
"0",0,0,50,0,9,33854,"No",139245,"Yes","Female","Masters","Lawyer",15,"Private",17600,3,"Sports Car","No",5217,1,"Yes",0,21,"Urban"
"0",0,0,44,0,12,220722,"No",583508,"No","Male","PhD","Lawyer",49,"Private",13890,6,"Minivan","Yes",0,0,"Yes",0,17,"Rural"
"0",0,1,39,1,13,78477,"No",207400,"Yes","Female","Masters","Manager",26,"Private",10170,3,"SUV","No",3927,1,"Yes",1,11,"Urban"
"0",0,2,41,2,13,68328,"No",176678,"Yes","Male","<High School","Blue Collar",5,"Commercial",30640,1,"Panel Truck","No",0,0,"Yes",0,6,"Rural"
"0",0,1,42,1,10,63994,"No",295428,"Yes","Male","High School","Blue Collar",30,"Commercial",18750,1,"Van","Yes",0,0,"Yes",4,1,"Urban"
"1",5179,0,37,0,12,62010,"No",0,"No","Male","Bachelors","Professional",33,"Commercial",7700,1,"Pickup","Yes",0,0,"Yes",2,10,"Urban"
"0",0,0,37,0,11,33216,"No",0,"No","Male","High School","Clerical",52,"Commercial",30340,1,"Panel Truck","No",0,0,"Yes",0,8,"Urban"
"0",0,0,54,0,12,1590,"No",58365,"Yes","Male","Masters","Lawyer",14,"Private",20320,7,"Van","Yes",0,0,"Yes",0,16,"Urban"
"0",0,0,57,0,12,188536,"No",489403,"Yes","Male","PhD","Doctor",35,"Commercial",18930,7,"Van","No",11320,3,"Yes",0,1,"Urban"
"1",2301.1894214,1,43,1,10,81294,"No",230783,"Yes","Female","Masters","Lawyer",14,"Private",13930,10,"Pickup","No",9537,2,"Yes",1,16,"Urban"
"0",0,0,57,0,14,75468,"No",249251,"Yes","Male","Masters","Lawyer",36,"Private",14750,13,"Minivan","Yes",0,0,"Yes",0,21,"Urban"
"0",0,0,41,0,10,53401,"No",0,"No","Female","Bachelors","Blue Collar",26,"Commercial",14210,11,"SUV","No",3189,2,"Yes",1,1,"Urban"
"0",0,0,41,1,9,101337,"Yes",277732,"No","Male","High School","Blue Collar",36,"Commercial",11630,1,"Pickup","No",0,0,"Yes",0,6,"Urban"
"1",1710,0,39,0,10,77591,"No",0,"No","Female","Bachelors","Blue Collar",22,"Commercial",13160,6,"SUV","No",24983,2,"No",4,11,"Urban"
"0",0,1,45,3,15,79586,"No",225810,"Yes","Female","Masters","Lawyer",5,"Private",13960,1,"SUV","No",5006,3,"Yes",0,13,"Urban"
"1",4018,0,23,3,12,14307,"No",119409,"Yes","Male","Bachelors","Clerical",49,"Private",2930,3,"Minivan","No",0,0,"Yes",4,1,"Urban"
"0",0,0,48,0,8,47288,"No",191476,"Yes","Female","Bachelors","Manager",32,"Private",5120,6,"SUV","No",0,0,"Yes",1,10,"Urban"
"1",4506,0,41,0,13,87333,"No",293661,"Yes","Female","High School","Blue Collar",35,"Commercial",18240,1,"SUV","No",6863,1,"Yes",1,1,"Urban"
"0",0,0,35,0,8,72193,"No",0,"No","Female","Bachelors","Clerical",26,"Private",12220,6,"SUV","No",0,0,"Yes",3,12,"Urban"
"1",3049.6950742,0,46,0,10,21238,"No",0,"No","Male","<High School","Clerical",39,"Private",14410,1,"Minivan","Yes",9513,1,"Yes",3,7,"Urban"
"0",0,0,50,0,12,78100,"No",240000,"Yes","Male","Masters","Lawyer",28,"Private",13380,25,"Minivan","Yes",0,0,"Yes",0,15,"Urban"
"1",2729,0,54,0,11,127589,"No",0,"No","Female","Masters","Lawyer",58,"Private",20810,6,"Minivan","No",0,0,"Yes",0,15,"Urban"
"1",8131,0,53,0,0,0,"No",118678,"No","Female","<High School","Home Maker",29,"Private",6800,6,"SUV","No",1930,2,"Yes",1,6,"Urban"
"0",0,0,49,0,12,25738,"No",0,"No","Male","<High School","Clerical",28,"Private",4070,3,"Minivan","Yes",5416,1,"Yes",0,6,"Urban"
"0",0,0,39,0,10,76150,"No",219917,"Yes","Male","Bachelors","Blue Collar",39,"Commercial",14010,6,"Minivan","No",0,0,"Yes",5,8,"Rural"
"1",779,3,36,3,10,60589,"Yes",0,"No","Female","Bachelors","Professional",16,"Private",11160,10,"SUV","No",0,0,"Yes",2,7,"Urban"
"1",6491.0341729,0,54,0,15,4716,"No",120571,"Yes","Male","High School","Student",25,"Private",7770,13,"Pickup","No",0,0,"Yes",1,1,"Urban"
"1",3428.4849891,0,30,3,15,9361,"No",0,"Yes","Female","High School","Student",38,"Private",2440,6,"Sports Car","No",31992,1,"No",0,1,"Urban"
"1",1213,0,52,0,11,38806,"No",202431,"Yes","Male","High School","Clerical",69,"Commercial",10580,1,"Pickup","Yes",1552,2,"Yes",3,10,"Urban"
"0",0,0,52,0,14,62804,"No",225810,"Yes","Male","Bachelors","Blue Collar",26,"Commercial",15510,6,"Minivan","Yes",0,0,"Yes",1,13,"Rural"
"0",0,0,32,1,12,126678,"No",325815,"Yes","Male","Bachelors","Blue Collar",60,"Private",20480,4,"Van","Yes",0,0,"Yes",4,15,"Rural"
"0",0,0,36,0,11,127079,"No",308335,"Yes","Male","Masters","Professional",30,"Commercial",33200,4,"Panel Truck","No",952,3,"Yes",3,20,"Urban"
"0",0,0,43,2,12,23157,"No",115249,"Yes","Male","High School","Clerical",27,"Private",14230,1,"Minivan","No",0,0,"Yes",0,1,"Rural"
"0",0,0,35,0,8,59387,"No",0,"No","Male","High School","Professional",24,"Private",20140,7,"Minivan","Yes",27454,4,"No",1,1,"Urban"
"0",0,0,53,0,7,54839,"No",199023,"No","Female","Masters","Lawyer",43,"Private",12280,15,"SUV","No",5536,2,"Yes",1,16,"Urban"
"0",0,0,43,0,8,51566,"No",175137,"Yes","Male","High School","Blue Collar",31,"Commercial",16010,1,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,33,4,9,0,"No",0,"Yes","Male","High School","Student",58,"Private",6100,5,"Minivan","Yes",6316,1,"Yes",6,1,"Urban"
"0",0,0,42,0,12,47660,"No",180206,"Yes","Male","Masters","Professional",31,"Private",11940,7,"Pickup","Yes",974,2,"Yes",6,18,"Urban"
"1",2071,0,48,0,10,92234,"No",0,"No","Male","Bachelors","Blue Collar",27,"Commercial",21170,10,"Van","No",20699,2,"No",1,8,"Urban"
"1",6075,0,41,2,13,30120,"Yes",0,"No","Female","High School","Clerical",35,"Private",11830,4,"SUV","No",7645,2,"Yes",1,1,"Urban"
"0",0,0,49,0,8,156753,"No",0,"No","Female","PhD","Manager",38,"Private",6670,16,"SUV","No",26178,2,"No",1,14,"Urban"
"0",0,1,39,1,14,35865,"No",143215,"Yes","Male","High School","Professional",38,"Private",22780,1,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,31,0,8,190945,"No",462430,"No","Male","Bachelors","Blue Collar",45,"Commercial",23690,1,"Panel Truck","No",0,0,"Yes",0,8,"Rural"
"0",0,0,45,3,14,64665,"No",255595,"Yes","Male","High School","Clerical",48,"Commercial",20970,1,"Van","Yes",0,0,"Yes",0,1,"Rural"
"1",1283.4009034,0,38,0,0,0,"No",0,"No","Male","Bachelors","Home Maker",22,"Commercial",21490,6,"Van","No",47096,2,"No",10,9,"Urban"
"0",0,2,45,2,8,14856,"No",98109,"Yes","Female","<High School","Home Maker",29,"Private",9400,13,"SUV","No",0,0,"Yes",2,6,"Rural"
"1",6607,0,48,0,9,77344,"No",242830,"No","Male","High School","Blue Collar",12,"Commercial",24680,7,"Panel Truck","No",3319,3,"Yes",2,1,"Urban"
"0",0,1,41,2,15,44224,"No",158126,"Yes","Female","Bachelors","Clerical",74,"Private",11710,4,"Sports Car","No",0,0,"Yes",0,11,"Rural"
"0",0,0,39,0,7,140469,"No",351523,"Yes","Female","Bachelors","Manager",8,"Private",15550,11,"SUV","No",0,0,"Yes",0,13,"Urban"
"0",0,0,44,2,13,19507,"No",165870,"Yes","Male","<High School","Clerical",25,"Private",19080,14,"Van","No",7458,1,"Yes",0,1,"Urban"
"0",0,0,36,0,9,32537,"No",173072,"Yes","Female","High School","Blue Collar",37,"Commercial",8990,6,"SUV","No",0,0,"Yes",0,6,"Urban"
"0",0,0,40,0,10,78188,"No",242904,"No","Female","Bachelors","Blue Collar",42,"Commercial",40860,13,"Pickup","No",0,0,"Yes",0,9,"Urban"
"0",0,0,54,0,13,63212,"No",207429,"Yes","Female","High School","Manager",38,"Private",13220,1,"SUV","No",6712,1,"Yes",0,1,"Urban"
"0",0,2,41,4,8,6352,"No",0,"Yes","Male","<High School","Student",53,"Private",12930,13,"Minivan","No",5513,2,"Yes",0,1,"Urban"
"0",0,0,57,0,8,73280,"No",243431,"Yes","Male","Bachelors","Professional",34,"Commercial",20220,10,"Van","No",0,0,"Yes",0,6,"Rural"
"0",0,0,41,0,12,23327,"No",147099,"No","Female","Bachelors","Home Maker",25,"Private",7890,1,"SUV","No",0,0,"Yes",0,11,"Urban"
"0",0,0,51,0,16,24119,"No",123904,"Yes","Male","High School","Blue Collar",49,"Commercial",14760,3,"Minivan","Yes",935,3,"Yes",3,10,"Urban"
"0",0,0,51,0,12,40038,"No",184071,"Yes","Male","High School","Blue Collar",45,"Commercial",28460,1,"Panel Truck","Yes",0,0,"Yes",1,1,"Urban"
"0",0,0,44,0,14,67071,"No",268429,"Yes","Female","Bachelors","Home Maker",44,"Private",16690,1,"Sports Car","No",0,0,"Yes",0,1,"Rural"
"0",0,0,47,0,0,0,"No",0,"No","Female","PhD","Home Maker",32,"Private",19860,1,"Minivan","No",0,0,"Yes",0,10,"Rural"
"1",1911,0,45,1,12,91347,"No",301304,"Yes","Male","Masters","Manager",37,"Private",17130,7,"Van","Yes",0,0,"Yes",0,14,"Urban"
"0",0,0,42,2,14,66183,"No",192396,"Yes","Female","Bachelors","Professional",64,"Private",5700,4,"Sports Car","No",4761,3,"Yes",1,9,"Urban"
"0",0,0,51,0,15,95659,"No",296768,"Yes","Male","PhD","Lawyer",29,"Private",12320,6,"Minivan","No",0,0,"No",1,13,"Urban"
"0",0,0,28,2,15,40061,"No",134035,"Yes","Female","High School","Blue Collar",39,"Commercial",8310,7,"SUV","No",5084,1,"Yes",2,1,"Urban"
"0",0,0,46,0,11,104017,"No",0,"No","Male","Masters","Lawyer",13,"Commercial",21610,1,"Van","No",28005,3,"Yes",6,15,"Urban"
"0",0,0,54,1,13,131383,"No",371652,"Yes","Female","Masters","Lawyer",25,"Private",16030,8,"Minivan","No",0,0,"Yes",0,15,"Urban"
"1",5901,0,41,0,12,56447,"No",205861,"No","Male","Bachelors","Blue Collar",29,"Commercial",24660,7,"Minivan","Yes",0,0,"Yes",0,8,"Urban"
"0",0,0,48,0,10,83419,"No",220207,"No","Male","Masters","Manager",38,"Private",15570,11,"Minivan","Yes",0,0,"Yes",2,18,"Urban"
"0",0,0,56,2,11,75265,"Yes",212010,"No","Male","High School","Manager",7,"Private",14630,17,"Minivan","Yes",0,0,"Yes",1,10,"Urban"
"0",0,0,49,0,11,197493,"No",195236,"Yes","Male","PhD","Doctor",44,"Private",16790,6,"Van","No",4670,2,"Yes",3,18,"Urban"
"0",0,0,21,2,6,5411,"No",0,"Yes","Male","<High School","Student",23,"Commercial",28600,4,"Panel Truck","No",1337,1,"Yes",6,1,"Rural"
"0",0,0,39,3,15,48741,"No",158683,"Yes","Male","Masters","Professional",31,"Commercial",25460,1,"Panel Truck","No",1814,2,"Yes",1,21,"Urban"
"1",4284,0,55,0,16,174355,"No",457551,"Yes","Male","Masters","Professional",38,"Commercial",16230,1,"Van","Yes",0,0,"No",0,1,"Urban"
"0",0,0,53,0,13,97531,"No",301461,"Yes","Male","Masters","Manager",55,"Commercial",25350,13,"Panel Truck","Yes",5477,1,"Yes",0,19,"Urban"
"0",0,0,49,0,9,39484,"No",216908,"Yes","Female","Bachelors","Home Maker",23,"Private",12660,9,"SUV","No",0,0,"Yes",2,8,"Urban"
"0",0,0,35,0,12,101956,"No",284104,"Yes","Female","Bachelors","Blue Collar",73,"Commercial",15370,8,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,43,0,12,35475,"No",0,"No","Male","Bachelors","Professional",56,"Private",14310,10,"Minivan","Yes",0,0,"Yes",3,1,"Rural"
"0",0,0,47,0,14,71660,"No",222417,"Yes","Female","Masters","Manager",22,"Private",6200,6,"SUV","No",1391,3,"Yes",0,18,"Urban"
"0",0,0,52,0,12,56508,"No",218512,"Yes","Female","Bachelors","Blue Collar",28,"Commercial",17280,1,"SUV","No",0,0,"Yes",0,11,"Urban"
"1",3404,0,41,0,11,54968,"No",0,"No","Female","Bachelors","Blue Collar",49,"Commercial",13070,6,"Sports Car","No",2932,3,"Yes",7,13,"Urban"
"0",0,2,44,2,9,65134,"No",241443,"Yes","Male","Bachelors","Blue Collar",15,"Commercial",12410,6,"Minivan","No",0,0,"Yes",0,13,"Rural"
"0",0,0,35,1,12,26625,"Yes",0,"No","Female","High School","Clerical",33,"Private",5360,6,"SUV","No",0,0,"Yes",3,10,"Rural"
"0",0,0,43,1,14,23215,"No",80406,"Yes","Female","High School","Home Maker",33,"Commercial",16530,4,"Minivan","No",0,0,"Yes",2,6,"Rural"
"0",0,0,38,0,10,37769,"No",0,"No","Female","<High School","Clerical",24,"Private",15070,10,"SUV","No",2820,3,"Yes",7,5,"Urban"
"1",5236,0,34,3,16,61220,"No",237329,"Yes","Female","High School","Blue Collar",46,"Commercial",8090,8,"SUV","No",4402,2,"Yes",7,1,"Urban"
"1",4506,0,29,1,7,31407,"Yes",0,"No","Female","High School","Blue Collar",42,"Commercial",11890,1,"SUV","No",0,0,"Yes",1,9,"Urban"
"1",502,0,51,0,12,16052,"No",0,"No","Male","<High School","Clerical",43,"Private",6600,4,"Minivan","No",0,0,"Yes",0,1,"Urban"
"1",1697,0,50,0,14,30993,"No",138053,"Yes","Female","<High School","Clerical",33,"Private",13570,1,"SUV","No",0,0,"Yes",1,9,"Urban"
"0",0,0,40,0,13,54475,"No",158491,"Yes","Male","Bachelors","Clerical",37,"Private",18170,12,"Van","Yes",0,0,"Yes",0,11,"Rural"
"0",0,0,50,0,12,51135,"No",149405,"Yes","Male","Masters","Lawyer",32,"Private",1500,17,"Minivan","Yes",0,0,"Yes",6,13,"Urban"
"1",754.51718386,0,48,0,13,54028,"No",193941,"Yes","Female","Bachelors","Home Maker",46,"Private",6450,1,"SUV","No",2755,2,"Yes",0,7,"Urban"
"0",0,0,40,1,14,84157,"No",269578,"Yes","Male","Bachelors","Professional",49,"Commercial",38320,4,"Panel Truck","No",3442,1,"Yes",2,1,"Urban"
"1",4720,0,41,0,9,21651,"No",142293,"No","Female","<High School","Clerical",24,"Commercial",25640,1,"Pickup","No",0,0,"Yes",1,1,"Urban"
"0",0,0,53,0,11,32196,"No",151510,"Yes","Male","<High School","Blue Collar",11,"Private",11310,3,"Pickup","Yes",0,0,"Yes",2,1,"Urban"
"0",0,1,44,1,14,19751,"No",201598,"Yes","Male","High School","Clerical",26,"Commercial",8260,1,"Pickup","No",0,0,"No",2,5,"Rural"
"0",0,0,57,0,11,43956,"No",143523,"Yes","Male","<High School","Blue Collar",40,"Private",11600,1,"Pickup","Yes",0,0,"Yes",1,1,"Rural"
"0",0,0,56,0,11,571,"No",92586,"Yes","Male","<High School","Home Maker",41,"Private",5670,14,"Pickup","No",0,0,"Yes",1,6,"Rural"
"1",3993,0,46,0,7,71869,"No",246071,"No","Male","Masters","Professional",20,"Commercial",11180,17,"Pickup","No",4839,3,"Yes",7,15,"Urban"
"0",0,0,31,3,9,70309,"Yes",234283,"No","Male","Bachelors","Manager",13,"Private",4600,10,"Pickup","Yes",0,0,"Yes",0,8,"Urban"
"0",0,0,45,0,12,43998,"No",181595,"Yes","Female","Masters","Manager",16,"Private",25500,4,"Minivan","No",0,0,"Yes",0,15,"Urban"
"0",0,0,35,2,12,110312,"Yes",0,"No","Female","PhD","Doctor",43,"Private",14070,6,"Minivan","No",778,1,"Yes",4,18,"Urban"
"0",0,0,44,0,11,26821,"No",171022,"Yes","Male","Bachelors","Clerical",10,"Commercial",11600,3,"Pickup","Yes",4055,4,"Yes",0,9,"Urban"
"1",38377.593292,0,49,0,9,107150,"No",0,"No","Male","Bachelors","Blue Collar",46,"Commercial",17280,1,"Van","Yes",3780,2,"Yes",5,7,"Urban"
"1",7865,3,43,4,10,71905,"Yes",191685,"No","Female","High School","Blue Collar",19,"Commercial",19810,10,"Pickup","No",0,0,"No",1,8,"Urban"
"0",0,0,61,0,14,62063,"No",233201,"Yes","Female","Masters","Lawyer",28,"Private",14440,13,"Sports Car","No",4641,1,"Yes",2,20,"Urban"
"0",0,0,45,0,14,49474,"No",169453,"Yes","Female","Bachelors","Professional",26,"Private",7980,7,"Sports Car","No",0,0,"Yes",1,7,"Urban"
"1",1853,0,48,0,14,96659,"No",246612,"Yes","Female","Bachelors","Blue Collar",61,"Commercial",18490,9,"SUV","No",4906,1,"Yes",0,7,"Urban"
"0",0,0,31,1,0,0,"No",0,"Yes","Female","High School","Student",46,"Private",2480,1,"Sports Car","No",0,0,"Yes",0,1,"Urban"
"0",0,0,33,0,0,0,"No",0,"No","Female","High School","Student",36,"Private",17340,7,"SUV","No",0,0,"No",1,12,"Urban"
"0",0,0,50,0,6,41723,"No",206552,"Yes","Male","Masters","Manager",42,"Private",10670,1,"Minivan","Yes",0,0,"Yes",1,11,"Urban"
"0",0,1,59,1,17,55165,"No",225948,"Yes","Female","Bachelors","Professional",34,"Private",14050,1,"SUV","No",0,0,"Yes",0,10,"Rural"
"1",2419,0,42,1,11,61415,"No",250198,"Yes","Female","High School","Blue Collar",18,"Commercial",21300,7,"Pickup","No",0,0,"Yes",0,1,"Urban"
"1",4206,0,30,4,12,58248,"Yes",0,"No","Male","PhD","Student",25,"Private",21760,7,"Minivan","No",9533,1,"No",4,17,"Urban"
"0",0,1,38,2,13,15755,"No",112616,"Yes","Female","<High School","Blue Collar",32,"Commercial",14440,4,"Minivan","No",1413,1,"Yes",0,1,"Rural"
"1",7293,0,42,0,0,0,"No",0,"No","Female","High School","Home Maker",12,"Private",4230,1,"Sports Car","No",0,0,"Yes",1,7,"Urban"
"1",2907,0,33,2,12,70408,"No",190139,"Yes","Female","Bachelors","Blue Collar",31,"Commercial",18850,1,"SUV","No",2665,3,"Yes",3,9,"Urban"
"0",0,0,34,2,11,49098,"No",182986,"Yes","Male","High School","Professional",29,"Private",10740,6,"Pickup","Yes",5265,2,"Yes",2,11,"Rural"
"0",0,0,43,2,7,33703,"No",87190,"Yes","Female","PhD","Home Maker",5,"Private",19010,1,"SUV","No",1159,3,"Yes",0,9,"Urban"
"0",0,0,52,0,10,26116,"No",0,"No","Female","High School","Home Maker",51,"Private",16850,1,"SUV","No",0,0,"Yes",1,7,"Rural"
"0",0,0,49,0,12,70688,"No",0,"No","Male","Masters","Lawyer",28,"Private",12440,6,"Minivan","Yes",0,0,"Yes",3,19,"Urban"
"0",0,0,41,2,9,37523,"No",166138,"Yes","Male","High School","Clerical",40,"Private",12260,7,"Minivan","No",3134,1,"Yes",3,11,"Urban"
"0",0,0,25,0,12,75966,"No",187523,"No","Male","Bachelors","Professional",25,"Private",18160,3,"Minivan","Yes",31063,1,"No",5,9,"Urban"
"1",4212,0,41,0,13,39055,"No",173444,"Yes","Male","<High School","Blue Collar",81,"Commercial",26020,4,"Panel Truck","No",1044,2,"Yes",5,5,"Urban"
"0",0,0,58,0,13,86647,"No",310620,"Yes","Male","Bachelors","Professional",88,"Private",22420,4,"Van","Yes",0,0,"Yes",0,1,"Urban"
"1",2501,0,34,0,10,62978,"No",0,"No","Female","Bachelors","Clerical",34,"Private",11200,1,"SUV","No",0,0,"Yes",0,1,"Urban"
"1",2998,1,36,2,0,0,"Yes",0,"No","Female","High School","Home Maker",39,"Private",8270,6,"SUV","No",4765,2,"Yes",6,8,"Urban"
"1",38750.157385,0,46,0,9,119816,"No",0,"No","Male","Masters","Professional",48,"Commercial",28260,10,"Panel Truck","No",3320,2,"Yes",5,13,"Urban"
"0",0,0,50,0,8,33870,"No",175517,"No","Female","<High School","Clerical",40,"Private",4890,17,"SUV","No",0,0,"Yes",2,6,"Urban"
"1",7843,0,62,0,12,34033,"No",0,"No","Male","High School","Blue Collar",43,"Commercial",19010,10,"Van","No",0,0,"No",5,1,"Urban"
"0",0,0,41,0,0,0,"No",0,"No","Female","<High School","Student",43,"Private",15660,4,"Minivan","No",0,0,"Yes",0,1,"Rural"
"0",0,0,33,2,12,67789,"Yes",0,"No","Male","Masters","Lawyer",26,"Private",15090,4,"Minivan","Yes",6430,3,"Yes",4,10,"Urban"
"0",0,0,44,0,9,76589,"No",213661,"No","Male","High School","Blue Collar",11,"Commercial",12680,4,"Minivan","No",27779,4,"Yes",0,5,"Urban"
"0",0,0,33,1,12,111427,"No",321483,"Yes","Female","Masters","Professional",35,"Commercial",28180,1,"Van","No",0,0,"Yes",3,4,"Urban"
"0",0,0,35,0,11,105367,"No",462430,"Yes","Male","Bachelors","Professional",30,"Private",15540,7,"Minivan","Yes",0,0,"No",4,11,"Urban"
"0",0,0,57,0,14,144342,"No",403628,"Yes","Male","Bachelors","Manager",32,"Private",8540,6,"Pickup","Yes",0,0,"Yes",0,8,"Urban"
"1",3492,0,35,0,10,39741,"No",0,"No","Male","Bachelors","Clerical",10,"Commercial",5130,7,"Pickup","No",4158,1,"Yes",9,11,"Urban"
"1",2075,1,37,2,16,122598,"No",307051,"Yes","Female","PhD","Home Maker",48,"Private",28800,6,"Pickup","No",6407,1,"Yes",4,12,"Urban"
"0",0,0,44,0,9,17049,"No",0,"Yes","Female","High School","Student",9,"Private",29160,7,"Minivan","No",1830,2,"Yes",3,7,"Urban"
"0",0,0,51,0,11,109179,"No",322080,"No","Male","Masters","Lawyer",23,"Private",17520,4,"Van","No",1173,1,"Yes",5,17,"Urban"
"0",0,0,33,1,7,71121,"No",214821,"Yes","Male","Bachelors","Blue Collar",78,"Commercial",11910,1,"Pickup","Yes",0,0,"Yes",2,8,"Rural"
"0",0,0,36,0,11,25087,"No",172361,"Yes","Male","High School","Clerical",51,"Private",13120,1,"Minivan","No",0,0,"Yes",1,8,"Urban"
"1",6405,0,53,0,12,41359,"No",182242,"Yes","Male","Masters","Lawyer",31,"Commercial",16850,9,"Van","Yes",9581,1,"Yes",4,1,"Urban"
"0",0,0,45,3,8,1158,"No",0,"Yes","Female","High School","Student",10,"Commercial",6120,10,"SUV","No",0,0,"Yes",0,1,"Rural"
"1",3886,0,31,1,10,8247,"Yes",0,"No","Female","High School","Student",46,"Commercial",5200,1,"Sports Car","No",3068,2,"Yes",5,1,"Urban"
"0",0,0,56,0,11,12917,"No",0,"No","Female","Bachelors","Student",45,"Commercial",2790,4,"SUV","No",0,0,"Yes",0,12,"Urban"
"1",27711.373414,0,49,0,14,39589,"No",197001,"Yes","Male","High School","Blue Collar",41,"Commercial",14080,11,"Minivan","Yes",3767,3,"Yes",2,8,"Urban"
"0",0,0,40,0,10,29499,"No",129021,"No","Female","High School","Home Maker",23,"Private",8450,13,"Sports Car","No",5389,1,"Yes",3,1,"Urban"
"0",0,0,52,0,10,27019,"No",142929,"No","Female","Bachelors","Professional",59,"Private",9400,16,"Sports Car","No",0,0,"Yes",1,13,"Rural"
"0",0,0,36,2,11,33294,"Yes",0,"No","Female","<High School","Clerical",26,"Private",10070,1,"Sports Car","No",0,0,"Yes",0,1,"Rural"
"1",7145,0,46,1,9,49680,"Yes",228046,"No","Male","Bachelors","Blue Collar",50,"Commercial",6100,3,"Pickup","No",2986,3,"Yes",0,5,"Urban"
"0",0,0,48,0,10,39213,"No",180671,"Yes","Male","High School","Blue Collar",18,"Commercial",23340,13,"Panel Truck","No",979,1,"Yes",0,1,"Urban"
"1",3007.6814146,1,45,2,15,44893,"Yes",0,"No","Male","Bachelors","Professional",26,"Private",17930,10,"Van","Yes",41167,2,"No",0,5,"Urban"
"0",0,0,58,0,13,49128,"No",160194,"Yes","Male","High School","Blue Collar",48,"Private",13470,1,"Minivan","Yes",0,0,"Yes",2,1,"Rural"
"0",0,0,51,0,0,0,"No",0,"Yes","Female","<High School","Student",10,"Private",16180,7,"SUV","No",0,0,"Yes",0,6,"Urban"
"0",0,1,42,3,17,23759,"No",151636,"Yes","Male","High School","Clerical",66,"Private",12420,6,"Minivan","No",0,0,"Yes",0,1,"Rural"
"0",0,0,30,1,9,8287,"No",100633,"Yes","Male","High School","Clerical",37,"Private",1500,1,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,33,1,0,0,"No",0,"Yes","Female","High School","Home Maker",34,"Private",4800,7,"SUV","No",0,0,"Yes",1,1,"Rural"
"0",0,0,43,0,7,83550,"No",0,"No","Male","Bachelors","Professional",5,"Commercial",24950,1,"Panel Truck","No",0,0,"Yes",0,13,"Urban"
"1",4448,0,31,4,12,41855,"No",197553,"Yes","Female","High School","Clerical",24,"Private",14330,11,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,47,0,13,166359,"No",386052,"Yes","Female","PhD","Doctor",41,"Private",10250,3,"SUV","No",0,0,"Yes",2,17,"Urban"
"0",0,0,38,2,11,282292,"Yes",501150,"No","Male","PhD","Lawyer",40,"Private",33530,4,"Minivan","No",0,0,"Yes",4,17,"Rural"
"1",962,0,35,2,13,8746,"No",127941,"Yes","Female","High School","Blue Collar",50,"Commercial",5370,1,"SUV","No",0,0,"Yes",6,1,"Urban"
"0",0,0,58,0,0,0,"No",93576,"Yes","Female","Bachelors","Home Maker",48,"Private",17160,13,"Minivan","No",3393,1,"Yes",3,12,"Urban"
"0",0,0,35,0,12,104948,"No",317002,"Yes","Female","Bachelors","Manager",40,"Private",18360,1,"Pickup","No",15821,1,"Yes",6,1,"Urban"
"1",6686,0,35,0,10,70274,"No",0,"No","Male","Masters","Lawyer",32,"Commercial",12030,10,"Pickup","No",29205,3,"No",0,13,"Urban"
"0",0,0,50,0,13,36605,"No",184411,"Yes","Male","High School","Blue Collar",48,"Commercial",18050,3,"Van","No",46625,3,"Yes",4,1,"Urban"
"1",1914,0,56,0,16,44940,"No",196891,"Yes","Female","<High School","Blue Collar",39,"Private",15320,1,"SUV","No",0,0,"Yes",2,9,"Urban"
"0",0,0,40,0,11,23124,"No",138053,"Yes","Male","<High School","Blue Collar",72,"Commercial",18050,1,"Van","No",0,0,"Yes",1,6,"Rural"
"1",991.08187509,3,43,3,0,0,"No",0,"Yes","Male","High School","Student",47,"Private",5800,3,"Pickup","Yes",5820,3,"Yes",6,1,"Urban"
"0",0,0,37,1,12,45426,"No",146780,"Yes","Female","<High School","Blue Collar",19,"Private",9740,1,"SUV","No",5030,3,"Yes",4,1,"Urban"
