"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","PARENT1","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","INCOME_THOU","HOME_VAL_THOU"
"0",0,0,45,0,12,"0","1","Female","High School","Professional",57,"Private",15670,6,"SUV","0",0,0,"0",0,1,"0",36.544,123.639
"1",2091,0,34,1,0,"1","0","Female","High School","Home Maker",22,"Private",10510,4,"SUV","0",4422,3,"0",9,1,"1",0,0
"0",0,0,66,1,17,"0","1","Male","Masters","Professional",23,"Private",11180,7,"SUV","0",0,0,"0",0,16,"1",96.83,325.826
"1",4873,0,49,0,0,"0","0","Female","High School","Student",65,"Private",1800,6,"Sports Car","0",0,0,"0",4,6,"1",3.044,0
"0",0,0,48,0,5,"0","1","Female","Masters","Manager",31,"Commercial",28970,4,"Pickup","0",0,0,"0",2,9,"1",92.868,256.927
"0",0,0,29,0,0,"0","1","Male","<High School","Student",55,"Private",12710,3,"Minivan","1",24718,2,"0",0,5,"1",0,83.783
"0",0,0,52,0,12,"0","0","Male","High School","Blue Collar",61,"Commercial",22280,3,"Minivan","0",0,0,"0",1,12,"1",42.255,0
"0",0,0,51,1,11,"0","1","Female","Bachelors","Professional",42,"Commercial",13250,1,"Pickup","0",7049,2,"0",7,14,"1",66.501,197.809
"0",0,0,50,0,13,"0","1","Male","Masters","Lawyer",14,"Private",16200,10,"Minivan","0",0,0,"1",4,17,"1",43.218,192.238
"0",0,1,43,1,11,"1","0","Female","Masters","Lawyer",12,"Private",13170,4,"Sports Car","0",3338,1,"0",6,16,"1",73.247,0
"1",5803,1,38,1,0,"0","1","Male","<High School","Student",21,"Commercial",6040,4,"Pickup","1",0,0,"0",1,1,"1",7.443,0
"0",0,0,35,0,12,"0","1","Male","Bachelors","Manager",28,"Private",12860,4,"Minivan","1",0,0,"0",1,6,"1",78.582,185.02
"0",0,0,46,0,0,"0","1","Female","<High School","Student",15,"Private",2040,1,"SUV","0",0,0,"0",3,8,"0",0,84.03
"0",0,0,39,2,14,"0","1","Female","<High School","Blue Collar",23,"Commercial",14100,6,"Sports Car","0",0,0,"0",3,1,"1",50.875,131.77
"0",0,0,31,1,5,"0","1","Female","PhD","Manager",17,"Private",11530,1,"SUV","0",8837,1,"0",2,20,"1",11.878,110.65
"0",0,0,47,0,9,"0","0","Female","Masters","Home Maker",50,"Commercial",21220,7,"Pickup","0",8295,2,"0",2,17,"1",107.414,0
"0",0,0,51,0,12,"0","1","Male","Masters","Lawyer",28,"Private",12880,4,"Minivan","0",0,0,"0",3,10,"1",118.821,350.398
"0",0,0,52,0,14,"0","1","Female","Bachelors","Manager",22,"Private",9290,6,"SUV","0",9795,2,"0",2,9,"1",52.939,251.642
"1",5349,1,44,3,13,"0","1","Male","PhD","Doctor",40,"Commercial",28770,1,"Panel Truck","0",1312,3,"0",0,18,"1",216.412,495.325
"1",4696,0,50,0,12,"0","0","Female","Bachelors","Blue Collar",53,"Commercial",11300,6,"SUV","0",2159,1,"0",0,9,"1",47.991,214.996
"0",0,2,41,3,13,"0","1","Male","Bachelors","Manager",32,"Private",11980,1,"Minivan","1",0,0,"0",0,12,"1",96.83,273.341
"0",0,0,51,0,3,"0","1","Female","<High School","Clerical",32,"Private",43350,10,"Van","0",0,0,"0",1,1,"1",93.268,302.157
"0",0,0,40,0,0,"0","0","Male","<High School","Student",32,"Private",6680,4,"Pickup","0",0,0,"0",0,1,"1",0,0
"0",0,0,50,0,12,"0","1","Female","High School","Professional",30,"Commercial",27980,3,"Pickup","0",0,0,"0",2,8,"0",43.892,197.955
"0",0,1,42,1,9,"0","1","Female","Masters","Lawyer",63,"Private",21690,1,"Minivan","0",0,0,"0",2,14,"1",32.797,160.661
"0",0,0,51,0,11,"0","1","Male","PhD","Doctor",47,"Commercial",12040,17,"Pickup","0",4938,1,"0",0,16,"1",103.374,298.213
"1",3782,0,57,0,15,"0","1","Male","Bachelors","Clerical",57,"Private",11940,1,"Pickup","0",4792,1,"0",8,11,"1",25.761,149.672
"0",0,0,43,1,12,"1","0","Female","PhD","Lawyer",19,"Private",26070,4,"Minivan","0",0,0,"0",0,13,"1",164.733,0
"0",0,1,37,2,0,"1","0","Male","Bachelors","Student",33,"Commercial",7450,1,"Pickup","1",0,0,"0",2,11,"1",0,0
"0",0,0,24,0,12,"0","1","Female","Bachelors","Clerical",19,"Private",13980,1,"Minivan","1",0,0,"0",0,7,"1",12.527,70.594
"0",0,0,41,0,10,"0","1","Female","PhD","Manager",5,"Private",19480,6,"SUV","0",0,0,"0",2,12,"1",198.6,460.196
"1",5657,0,28,4,0,"0","1","Male","Bachelors","Student",13,"Commercial",5850,1,"Pickup","1",12269,1,"1",0,12,"1",10.032,0
"0",0,0,45,1,10,"1","0","Female","High School","Blue Collar",34,"Commercial",12940,7,"Minivan","0",0,0,"1",1,1,"1",69.411,0
"0",0,0,40,2,13,"0","1","Female","Bachelors","Clerical",51,"Private",12490,4,"SUV","0",0,0,"0",1,11,"0",69.946,260.369
"0",0,1,45,2,9,"0","1","Male","PhD","Manager",21,"Private",13270,15,"Minivan","0",0,0,"0",2,17,"1",164.669,386.273
"1",4408,0,52,0,11,"0","1","Male","Masters","Lawyer",24,"Commercial",12200,2,"Pickup","1",9093,3,"0",7,12,"1",54.983,223.545
"1",26187.937223,0,41,1,14,"1","0","Male","Bachelors","Professional",25,"Commercial",36980,6,"Panel Truck","1",0,0,"0",4,5,"1",59.115,0
"0",0,0,30,3,18,"0","1","Female","High School","Clerical",8,"Private",9930,16,"Minivan","0",1641,1,"0",5,8,"1",22.78,116.924
"0",0,2,45,3,0,"0","1","Female","High School","Home Maker",36,"Private",13110,1,"SUV","0",0,0,"0",0,1,"0",0,71.936
"0",0,0,53,0,12,"0","0","Female","<High School","Clerical",16,"Private",11650,10,"SUV","0",6175,1,"0",2,7,"1",2.916,0
"0",0,0,41,0,12,"0","1","Male","PhD","Doctor",12,"Commercial",20130,21,"Van","1",4188,1,"0",5,15,"1",145.26,376.662
"0",0,1,44,2,12,"1","0","Female","High School","Blue Collar",23,"Commercial",13280,6,"SUV","0",0,0,"0",2,12,"1",48.288,0
"0",0,0,45,0,7,"0","1","Female","Masters","Lawyer",30,"Private",6000,4,"SUV","0",0,0,"0",0,11,"1",155.99,405.671
"0",0,0,35,1,11,"1","0","Male","Bachelors","Manager",28,"Private",13690,1,"Minivan","1",0,0,"0",0,1,"1",77.486,232.815
"1",4034,0,46,0,10,"0","1","Female","High School","Blue Collar",34,"Commercial",15670,3,"Sports Car","0",7864,3,"0",2,9,"1",88.632,258.636
"0",0,0,46,0,10,"0","0","Female","Masters","Lawyer",5,"Private",14290,1,"Minivan","0",0,0,"0",0,13,"1",81.941,277.792
"0",0,0,55,0,5,"0","1","Female","Bachelors","Blue Collar",39,"Commercial",7000,1,"SUV","0",0,0,"0",1,6,"1",132.661,410.563
"1",3698,0,36,1,11,"1","0","Female","Bachelors","Manager",34,"Private",11580,4,"SUV","0",23198,3,"1",5,12,"1",61.32,0
"0",0,0,45,0,0,"0","1","Female","High School","Home Maker",38,"Private",23460,7,"Minivan","0",0,0,"0",2,1,"1",0,70.232
"0",0,2,44,3,10,"0","1","Female","Masters","Manager",24,"Commercial",15310,13,"Pickup","0",3655,1,"0",0,13,"1",83.682,278.852
"0",0,0,49,0,13,"0","0","Female","Masters","Manager",17,"Private",14590,10,"Minivan","0",0,0,"0",1,12,"1",115.666,0
"1",2546,0,69,0,12,"0","1","Female","Masters","Lawyer",13,"Private",14500,13,"Sports Car","0",48298,1,"1",4,20,"1",60.965,231.014
"0",0,0,41,0,11,"0","1","Male","Masters","Professional",29,"Commercial",30840,1,"Panel Truck","1",3487,2,"0",7,18,"0",84.766,272.923
"1",3033,0,24,1,10,"1","0","Female","High School","Blue Collar",16,"Commercial",22330,1,"Pickup","1",0,0,"0",3,1,"1",55.492,0
"0",0,0,54,0,10,"0","0","Male","High School","Blue Collar",18,"Commercial",29070,21,"Panel Truck","0",0,0,"0",2,1,"1",107.553,346.995
"0",0,0,33,3,8,"1","0","Female","High School","Clerical",43,"Private",9620,1,"SUV","0",0,0,"0",0,1,"0",31.53,0
"1",956,1,40,2,12,"0","1","Female","High School","Blue Collar",24,"Commercial",4010,16,"SUV","0",2244,2,"0",2,1,"1",35.453,156.023
"0",0,0,50,0,12,"0","0","Female","High School","Blue Collar",41,"Private",8240,10,"Sports Car","0",0,0,"0",0,13,"1",45.215,0
"0",0,0,42,0,8,"0","0","Female","High School","Blue Collar",25,"Commercial",20720,4,"SUV","0",46442,1,"1",5,12,"0",57.095,0
"0",0,2,60,2,9,"0","1","Female","Bachelors","Home Maker",63,"Private",15900,3,"Minivan","0",6315,3,"0",0,8,"1",8.287,160.005
"1",1973,0,35,2,14,"1","0","Female","PhD","Manager",36,"Private",15380,13,"SUV","0",0,0,"1",3,14,"1",127.504,0
"0",0,0,36,0,12,"0","1","Male","PhD","Doctor",49,"Private",9950,6,"Minivan","1",0,0,"0",0,18,"1",48.509,197.09
"0",0,0,46,0,13,"0","1","Male","Bachelors","Professional",35,"Private",11350,10,"Pickup","0",0,0,"0",2,9,"1",26.353,128.701
"0",0,0,41,0,9,"0","0","Female","Masters","Manager",32,"Private",28760,11,"Minivan","0",0,0,"0",0,16,"1",78.284,0
"0",0,0,47,0,0,"0","1","Male","High School","Student",29,"Private",20430,4,"Van","0",0,0,"0",1,5,"0",0,71.452
"0",0,0,37,3,15,"0","1","Female","Masters","Lawyer",15,"Private",11370,1,"SUV","0",0,0,"0",5,13,"1",98.655,272.278
"1",3440,0,45,3,0,"0","1","Male","<High School","Student",49,"Private",2270,1,"Minivan","1",0,0,"0",5,5,"1",7.68,0
"0",0,0,58,0,13,"0","1","Male","Bachelors","Blue Collar",41,"Commercial",15520,1,"Minivan","0",0,0,"0",2,11,"0",44.949,185.547
"1",4995,0,32,2,0,"1","0","Female","Bachelors","Student",28,"Commercial",4700,7,"SUV","0",4196,3,"0",0,11,"1",0,0
"0",0,0,33,2,12,"1","0","Female","Bachelors","Blue Collar",30,"Commercial",14060,10,"SUV","0",0,0,"0",0,10,"1",92.904,264.763
"1",6763,0,27,1,9,"1","0","Female","<High School","Blue Collar",39,"Private",15840,6,"Sports Car","0",32477,2,"1",1,5,"1",10.405,0
"0",0,0,51,0,11,"0","1","Female","<High School","Clerical",58,"Private",17800,6,"SUV","0",0,0,"1",0,7,"1",15.641,107.618
"0",0,0,44,1,16,"0","1","Female","PhD","Manager",40,"Private",13050,6,"Sports Car","0",45337,1,"1",3,18,"1",35.794,87.721
"0",0,0,42,0,13,"0","1","Male","Masters","Manager",33,"Commercial",27770,13,"Panel Truck","1",0,0,"0",1,14,"1",129.529,388.651
"0",0,0,37,0,12,"0","1","Female","High School","Blue Collar",31,"Commercial",5300,7,"Sports Car","0",0,0,"0",0,1,"1",49.34,191.449
"0",0,0,59,0,9,"0","1","Female","PhD","Home Maker",39,"Private",15910,1,"SUV","0",0,0,"0",0,15,"0",84.401,291.524
"0",0,0,46,0,8,"0","1","Male","Bachelors","Clerical",39,"Commercial",11570,6,"Pickup","1",0,0,"0",0,12,"1",39.238,180.762
"0",0,0,46,0,12,"0","1","Female","Masters","Professional",53,"Private",25360,6,"Minivan","0",31180,1,"1",3,17,"1",89.562,217.164
"0",0,0,36,2,0,"1","0","Male","Bachelors","Student",65,"Commercial",16450,1,"Van","1",24681,2,"0",6,10,"0",0,0
"1",3581,0,26,4,12,"0","1","Female","High School","Home Maker",51,"Private",1720,1,"SUV","0",0,0,"0",3,1,"1",2.226,71.148
"0",0,0,62,0,15,"0","1","Female","High School","Manager",44,"Private",18950,6,"Sports Car","0",4764,2,"0",8,9,"1",35.296,189.767
"0",0,0,50,0,12,"0","1","Male","<High School","Blue Collar",44,"Commercial",19390,17,"Van","0",0,0,"0",4,6,"0",67.782,202.324
"0",0,0,50,0,14,"0","1","Male","Masters","Lawyer",26,"Private",16160,1,"Minivan","0",0,0,"0",2,24,"0",55.246,203.946
"0",0,0,52,0,12,"0","1","Female","Bachelors","Professional",34,"Private",33440,7,"Pickup","0",0,0,"0",0,6,"1",70.293,271.091
"0",0,3,39,3,11,"1","0","Female","Bachelors","Professional",20,"Private",17560,6,"SUV","0",0,0,"0",1,11,"1",121.626,306.169
"0",0,0,33,1,0,"0","1","Female","<High School","Home Maker",27,"Private",11360,6,"Sports Car","0",0,0,"0",0,1,"0",0,83.983
"0",0,0,44,2,11,"0","1","Female","PhD","Doctor",35,"Commercial",27300,7,"Pickup","0",0,0,"0",1,14,"1",188.428,497.746
"0",0,0,35,2,14,"0","1","Female","<High School","Blue Collar",40,"Private",15180,7,"Pickup","0",0,0,"0",0,4,"1",27.396,123.548
"1",3773.5015747,2,39,2,12,"0","1","Female","Masters","Manager",53,"Private",5400,1,"SUV","0",5346,2,"0",2,20,"1",72.695,210.5
"1",1482,2,39,3,12,"0","1","Female","High School","Blue Collar",42,"Commercial",9360,13,"Sports Car","0",1218,2,"0",3,10,"1",39.619,183.66
"0",0,0,43,0,10,"0","1","Female","Bachelors","Manager",21,"Private",17430,3,"Minivan","0",0,0,"0",1,13,"1",125.575,308.112
"0",0,0,55,0,13,"0","1","Male","High School","Blue Collar",39,"Commercial",14660,11,"Minivan","0",0,0,"0",0,10,"0",50.431,178.76
"0",0,0,40,2,0,"0","1","Male","<High School","Student",61,"Private",1500,6,"Minivan","1",0,0,"0",0,5,"1",0,0
"0",0,0,39,0,13,"0","0","Female","High School","Blue Collar",59,"Commercial",5400,10,"SUV","0",0,0,"0",0,8,"0",51.981,0
"1",1644.6945411,0,57,0,10,"0","0","Female","PhD","Blue Collar",40,"Commercial",20590,1,"Pickup","0",0,0,"0",5,13,"1",216.985,0
"1",85523.653347,0,39,0,10,"0","0","Female","Bachelors","Professional",53,"Private",22830,10,"Sports Car","0",10011,1,"0",1,1,"1",92.264,0
"1",26672.645031,0,42,0,10,"0","0","Male","Bachelors","Clerical",22,"Commercial",10410,4,"Pickup","1",0,0,"0",7,7,"1",47.114,0
"1",3542,1,46,0,13,"0","1","Male","Bachelors","Manager",53,"Private",16450,6,"SUV","0",5105,3,"0",3,10,"1",83.79,266.852
"1",7803.0846904,0,39,0,11,"0","0","Male","Masters","Manager",29,"Commercial",20660,3,"Van","1",2299,3,"0",5,16,"1",79.594,0
"0",0,0,28,1,11,"0","1","Female","<High School","Clerical",26,"Private",13290,11,"Sports Car","0",1852,2,"0",5,1,"1",30.877,114.482
"0",0,0,51,0,7,"0","0","Male","PhD","Doctor",31,"Private",11550,11,"Minivan","1",0,0,"0",0,9,"1",100.505,0
"0",0,0,54,0,7,"0","1","Male","Bachelors","Manager",9,"Private",14270,1,"Minivan","0",0,0,"0",0,12,"1",101.307,287.314
"0",0,0,38,2,14,"0","1","Female","Bachelors","Professional",7,"Private",12220,7,"Sports Car","0",0,0,"0",2,7,"1",54.064,201.418
"0",0,1,43,2,15,"0","1","Female","Masters","Manager",43,"Private",28890,10,"Minivan","0",0,0,"0",0,13,"1",89.534,243.221
"0",0,0,51,0,8,"0","1","Male","High School","Blue Collar",18,"Commercial",11370,4,"Pickup","1",7639,2,"0",2,1,"1",47.706,203.426
"1",1493,1,44,1,0,"0","1","Male","High School","Student",20,"Commercial",8660,7,"Pickup","1",0,0,"0",1,1,"1",0,0
"0",0,0,38,0,10,"0","0","Male","<High School","Clerical",35,"Commercial",5300,6,"Pickup","0",0,0,"0",0,7,"0",17.028,100.123
"0",0,0,47,0,10,"0","1","Male","<High School","Clerical",97,"Private",17670,10,"Minivan","1",0,0,"0",0,4,"1",18.304,99.839
"0",0,0,39,0,9,"0","0","Female","High School","Clerical",24,"Private",8710,1,"SUV","0",0,0,"0",2,8,"0",24.492,0
"1",7442,2,39,3,13,"0","1","Female","High School","Home Maker",13,"Private",9210,6,"SUV","0",6848,1,"0",0,1,"1",26.694,133.159
"0",0,0,41,2,9,"0","1","Male","PhD","Doctor",26,"Private",11740,1,"Pickup","0",0,0,"0",1,20,"1",149.254,448.442
"1",16208.137961,0,60,0,0,"0","0","Female","Masters","Home Maker",46,"Private",8960,3,"SUV","0",0,0,"1",2,10,"1",0,0
"0",0,0,50,0,14,"0","1","Male","Masters","Lawyer",5,"Private",10940,6,"Pickup","0",0,0,"0",2,11,"0",44.441,150.983
"0",0,2,37,3,0,"1","0","Female","Bachelors","Student",20,"Private",8560,13,"Pickup","0",5489,3,"0",3,13,"1",7.093,98.86
"0",0,0,50,0,13,"0","1","Female","Bachelors","Professional",21,"Private",13870,6,"Pickup","0",0,0,"0",0,14,"1",48.484,180.517
"0",0,0,50,0,11,"0","0","Male","PhD","Doctor",37,"Private",21200,4,"Van","1",0,0,"0",0,14,"1",129.234,0
"0",0,0,46,0,12,"0","1","Female","High School","Clerical",30,"Private",9240,10,"Sports Car","0",4851,2,"0",1,1,"0",33.576,213.497
"1",1743,0,35,2,15,"0","1","Male","High School","Clerical",41,"Private",6090,6,"Pickup","1",2312,3,"0",1,7,"1",39.322,300.454
"0",0,0,40,0,10,"0","0","Male","Masters","Lawyer",58,"Commercial",21230,6,"Van","1",0,0,"1",1,18,"1",157.263,430.484
"0",0,0,41,0,8,"0","0","Male","PhD","Doctor",27,"Private",7340,10,"Minivan","1",0,0,"0",0,15,"1",192.839,0
"0",0,0,57,0,15,"0","1","Male","Masters","Manager",36,"Commercial",29650,13,"Panel Truck","0",6142,1,"0",2,17,"1",126.348,368.289
"0",0,0,49,0,17,"0","1","Female","Bachelors","Manager",33,"Private",4910,4,"Sports Car","0",7244,1,"0",3,7,"1",34.127,181.309
"0",0,0,50,0,0,"0","1","Male","PhD","Doctor",23,"Private",10350,6,"Minivan","1",8023,2,"0",4,22,"1",0,75.386
"0",0,0,49,0,14,"0","1","Female","Bachelors","Home Maker",62,"Private",6400,17,"SUV","0",4324,3,"0",5,5,"1",76.778,209.44
"0",0,0,35,0,11,"0","0","Female","Bachelors","Manager",66,"Private",24240,8,"Pickup","0",0,0,"0",3,19,"1",88.298,246.895
"0",0,0,41,0,0,"0","1","Female","Masters","Lawyer",56,"Private",10550,18,"Minivan","0",12609,2,"0",0,10,"1",0,95.757
"0",0,0,50,0,12,"0","1","Male","Masters","Lawyer",57,"Private",14730,3,"Minivan","0",0,0,"0",2,7,"1",43.61,160.173
"0",0,1,63,1,15,"0","1","Female","Masters","Lawyer",54,"Private",19670,7,"SUV","0",10491,2,"0",0,12,"1",118.663,317.637
"0",0,0,65,0,9,"0","0","Male","PhD","Doctor",55,"Private",10610,10,"SUV","0",5766,3,"0",0,23,"1",26.123,0
"0",0,0,58,0,12,"0","1","Female","PhD","Doctor",28,"Private",26840,1,"Pickup","0",0,0,"0",2,7,"1",195.415,0
"0",0,2,43,2,0,"0","1","Female","<High School","Student",5,"Private",1680,10,"Sports Car","0",0,0,"0",4,6,"0",1.764,112.808
"1",889.55567117,2,36,2,10,"1","0","Male","High School","Clerical",34,"Private",13840,6,"Minivan","1",10310,1,"0",3,1,"0",35.99,0
"0",0,0,47,0,11,"0","1","Male","Masters","Lawyer",44,"Private",1500,4,"Minivan","1",0,0,"0",2,17,"1",183.41,407.959
"0",0,3,38,3,15,"0","1","Male","High School","Blue Collar",35,"Commercial",9790,5,"Pickup","0",0,0,"0",4,4,"0",27.419,135.907
"0",0,0,38,1,11,"0","1","Female","Masters","Manager",31,"Private",16560,6,"Sports Car","0",33656,2,"0",0,1,"1",112.581,303.728
"0",0,0,55,0,13,"0","1","Female","Masters","Lawyer",63,"Private",22430,11,"SUV","0",0,0,"0",2,1,"1",19.694,162.61
"1",3336,0,42,0,13,"0","1","Male","<High School","Clerical",17,"Private",9860,6,"Pickup","1",0,0,"0",0,7,"1",32.867,123.721
"0",0,0,43,0,7,"0","0","Male","Bachelors","Clerical",34,"Commercial",11610,10,"Pickup","1",0,0,"0",1,11,"0",36.807,0
"0",0,0,56,2,14,"0","1","Female","Bachelors","Professional",21,"Private",34550,1,"Van","0",6528,1,"0",1,11,"1",69.098,271.298
"0",0,2,43,2,4,"1","0","Female","Bachelors","Professional",9,"Private",26880,6,"Minivan","0",0,0,"0",0,10,"1",67.546,0
"0",0,0,49,0,12,"0","0","Female","Masters","Manager",27,"Private",13550,1,"Sports Car","0",0,0,"0",0,18,"1",71.512,0
"0",0,0,42,3,0,"0","1","Male","<High School","Student",43,"Private",12840,6,"Minivan","0",0,0,"0",0,1,"1",0.997,0
"0",0,0,27,3,15,"0","1","Male","<High School","Clerical",77,"Private",16500,1,"Van","0",0,0,"0",0,1,"0",29.008,147.459
"0",0,0,43,2,15,"0","1","Male","<High School","Clerical",19,"Private",22240,7,"Van","0",0,0,"0",0,7,"0",16.398,108.219
"0",0,0,50,0,8,"0","0","Male","Bachelors","Manager",16,"Private",32120,14,"Minivan","1",0,0,"0",0,12,"1",43.379,210.026
"0",0,0,56,0,13,"0","0","Female","PhD","Manager",18,"Private",13600,4,"SUV","0",0,0,"1",0,17,"1",111.702,142.235
"1",3350,0,51,0,6,"0","0","Male","High School","Manager",13,"Commercial",19980,4,"Van","1",0,0,"0",0,8,"1",72.037,0
"1",3979,0,28,3,13,"0","1","Male","<High School","Clerical",35,"Commercial",27240,1,"Panel Truck","0",3460,2,"0",0,7,"1",43.91,179.794
"0",0,0,41,3,11,"1","0","Female","High School","Blue Collar",9,"Commercial",14440,4,"SUV","0",6193,3,"0",2,5,"0",88.426,0
"0",0,0,40,0,15,"0","1","Male","Bachelors","Manager",18,"Private",17930,18,"Van","1",0,0,"1",0,13,"1",57.16,211.253
"0",0,0,36,2,12,"1","0","Female","High School","Clerical",38,"Private",11160,1,"SUV","0",0,0,"0",0,1,"0",25.282,0
"0",0,0,54,0,12,"0","1","Male","Bachelors","Manager",38,"Private",14390,7,"Minivan","0",0,0,"0",0,11,"1",74.857,236.453
"0",0,1,37,1,14,"0","1","Male","Masters","Professional",34,"Private",13170,1,"Minivan","1",2614,2,"0",6,14,"1",79.665,222.382
"0",0,0,47,0,12,"0","0","Female","Bachelors","Blue Collar",14,"Commercial",17100,1,"SUV","0",21266,3,"0",0,9,"1",109.013,0
"0",0,0,55,0,11,"0","0","Female","Masters","Professional",21,"Private",19770,6,"Minivan","0",4559,4,"0",5,15,"1",43.18,160.177
"0",0,0,47,0,14,"0","1","Male","Bachelors","Manager",48,"Private",21320,1,"Van","1",0,0,"0",0,13,"1",143.781,276.241
"0",0,0,56,0,10,"0","1","Male","Masters","Manager",19,"Private",7060,1,"Pickup","0",0,0,"0",2,9,"1",31.093,158.491
"0",0,0,41,2,0,"0","1","Female","<High School","Student",101,"Private",15910,6,"Sports Car","0",0,0,"0",0,7,"0",0.666,0
"0",0,0,39,0,10,"0","0","Male","High School","Blue Collar",60,"Commercial",8960,1,"Minivan","0",0,0,"0",0,1,"0",35.558,154.532
"0",0,1,38,2,12,"0","1","Male","Bachelors","Clerical",40,"Commercial",27260,1,"Panel Truck","0",0,0,"0",0,7,"1",61.564,223.12
"0",0,0,47,0,0,"0","1","Female","Masters","Home Maker",62,"Private",23720,7,"Van","0",0,0,"0",2,22,"0",2.916,92.8
"0",0,0,42,3,10,"1","0","Female","High School","Manager",33,"Private",28060,7,"Minivan","0",0,0,"0",1,8,"1",43.444,190.22
"0",0,0,42,0,13,"0","0","Male","Bachelors","Clerical",23,"Commercial",24520,1,"Panel Truck","0",0,0,"0",0,8,"1",48.305,193.615
"0",0,0,38,0,10,"0","0","Male","Bachelors","Professional",37,"Private",14810,1,"Minivan","1",0,0,"0",0,8,"1",106.267,0
"0",0,0,38,2,13,"1","0","Female","Masters","Lawyer",56,"Private",23710,1,"Minivan","0",0,0,"0",0,10,"1",136.645,0
"0",0,0,41,0,0,"0","1","Female","Masters","Lawyer",33,"Private",8870,1,"SUV","0",0,0,"1",1,10,"1",0,95.757
"0",0,0,54,0,13,"0","1","Male","Bachelors","Professional",64,"Private",22670,4,"Minivan","1",1450,1,"0",5,7,"1",39.048,229.578
"0",0,0,48,0,7,"0","1","Male","High School","Clerical",38,"Private",19520,13,"Van","1",0,0,"0",3,8,"1",24.212,182.544
"0",0,0,31,1,11,"1","0","Female","Bachelors","Clerical",25,"Private",4600,6,"Sports Car","0",0,0,"1",1,3,"0",51.982,165.805
"0",0,0,54,0,0,"0","0","Female","High School","Student",41,"Commercial",10390,3,"SUV","0",0,0,"0",0,7,"0",0,0
"0",0,0,46,0,12,"0","1","Female","High School","Clerical",17,"Private",5780,3,"SUV","0",0,0,"0",2,1,"1",42.764,171.18
"0",0,0,32,2,12,"0","1","Male","Masters","Manager",55,"Commercial",10400,10,"Pickup","1",0,0,"0",1,13,"1",77.021,196.82
"1",1101.9277092,0,32,1,13,"0","1","Female","High School","Blue Collar",36,"Commercial",15950,4,"SUV","0",4365,3,"0",1,9,"1",57.583,213.828
"1",3263,0,40,0,11,"0","0","Male","High School","Professional",6,"Commercial",5950,1,"Pickup","1",48010,2,"1",3,5,"1",34.2,0
"0",0,0,34,3,0,"0","1","Female","<High School","Student",36,"Private",17570,6,"SUV","0",0,0,"0",3,1,"1",14.769,104.027
"1",5951.1828244,0,53,0,12,"0","0","Male","High School","Blue Collar",61,"Commercial",19300,6,"Van","0",4390,3,"0",3,6,"1",48.587,0
"1",1494,0,28,3,14,"0","1","Male","Bachelors","Manager",56,"Private",4300,1,"Minivan","1",10658,2,"0",3,5,"1",38.453,201.709
"0",0,0,50,0,12,"0","0","Male","PhD","Lawyer",23,"Private",14930,4,"Minivan","1",0,0,"0",3,21,"1",76.096,0
"0",0,0,36,2,14,"0","1","Male","Masters","Lawyer",29,"Private",13840,3,"Minivan","1",0,0,"0",1,9,"1",80.765,191.252
"0",0,0,47,0,11,"0","1","Male","Masters","Lawyer",20,"Commercial",20800,14,"Van","0",0,0,"0",1,15,"1",120.15,318.649
"0",0,0,46,0,0,"0","1","Female","<High School","Student",57,"Private",25940,10,"SUV","0",0,0,"0",0,6,"0",0,0
"1",3676,2,37,4,16,"1","0","Female","Bachelors","Blue Collar",23,"Commercial",1500,1,"Sports Car","0",49223,1,"1",2,1,"1",70.982,0
"0",0,0,40,0,10,"0","1","Male","<High School","Blue Collar",56,"Private",10620,1,"Pickup","0",0,0,"0",0,7,"1",36.867,138.277
"0",0,0,43,0,6,"0","0","Male","High School","Blue Collar",39,"Commercial",21660,6,"Van","0",0,0,"0",0,1,"0",39.273,0
"0",0,0,49,0,10,"0","0","Male","Masters","Lawyer",32,"Private",25630,1,"Minivan","1",0,0,"0",0,13,"1",104.462,310.893
"0",0,0,49,0,10,"0","0","Female","High School","Blue Collar",22,"Commercial",4720,1,"SUV","0",557,3,"0",4,7,"1",41.492,0
"0",0,0,32,5,0,"0","1","Male","<High School","Student",24,"Private",4700,4,"Minivan","1",0,0,"0",0,8,"1",0,0
"1",3332,1,41,2,14,"1","0","Female","Bachelors","Professional",43,"Private",18110,1,"Minivan","0",0,0,"0",0,11,"1",77.432,191.042
"0",0,0,49,0,12,"0","1","Male","Masters","Professional",73,"Private",20140,13,"Van","1",0,0,"0",0,13,"1",137.42,385.02
"0",0,1,40,3,0,"1","0","Female","Bachelors","Student",31,"Commercial",11840,10,"Sports Car","0",30363,2,"1",0,9,"1",9.536,0
"0",0,1,44,3,12,"0","1","Female","High School","Blue Collar",34,"Commercial",29550,1,"Van","0",2615,2,"0",0,8,"1",69.785,242.695
"1",10957.504295,1,41,2,13,"1","0","Female","High School","Blue Collar",51,"Commercial",12190,1,"SUV","0",0,0,"1",4,8,"1",65.885,0
